Timestep;Food;Prey;Prey2;Predators
0;45;14;12;3
1;45;15;12;3
2;45;15;12;3
3;45;15;12;3
4;45;15;14;3
5;45;15;17;3
6;45;16;17;3
7;45;16;17;3
8;45;16;17;3
9;45;16;18;3
10;45;17;18;3
11;45;18;19;3
12;47;18;19;3
13;47;19;22;3
14;47;20;24;3
15;47;21;26;3
16;47;21;26;3
17;47;21;31;3
18;47;21;35;3
19;47;25;35;3
20;47;30;37;3
21;49;31;37;3
22;49;32;38;3
23;49;37;40;3
24;49;41;44;3
25;49;45;45;3
26;49;51;45;3
27;50;51;46;3
28;51;55;46;3
29;51;57;45;3
30;52;58;46;3
31;52;61;49;3
32;52;64;49;3
33;52;66;51;3
34;53;73;49;3
35;53;75;50;3
36;53;82;51;3
37;55;86;51;3
38;55;89;51;3
39;55;92;54;3
40;55;96;54;3
41;55;103;55;3
42;55;113;56;3
43;56;125;56;3
44;56;130;57;3
45;56;134;58;3
46;56;137;58;3
47;56;137;59;3
48;56;141;60;4
49;57;146;60;4
50;57;152;59;4
51;57;155;60;4
52;57;159;59;4
53;57;165;60;4
54;57;173;61;4
55;57;182;65;4
56;57;193;65;4
57;57;202;65;4
58;59;214;67;4
59;59;228;68;4
60;59;238;69;4
61;59;252;71;5
62;59;268;72;5
63;60;289;72;5
64;60;300;74;6
65;60;309;74;6
66;62;323;75;6
67;62;336;77;6
68;62;349;77;7
69;62;364;77;7
70;62;382;77;7
71;62;399;77;8
72;62;415;78;9
73;62;434;76;9
74;62;452;76;9
75;62;471;77;9
76;62;487;77;9
77;62;502;78;9
78;65;524;78;9
79;65;542;78;9
80;65;557;81;10
81;65;573;82;11
82;65;596;80;13
83;65;610;78;14
84;65;633;77;14
85;66;649;78;14
86;66;665;78;14
87;66;687;77;15
88;66;710;75;16
89;66;726;74;16
90;67;740;72;17
91;67;753;71;18
92;67;763;71;21
93;67;777;68;21
94;67;789;67;22
95;67;799;66;24
96;67;808;65;25
97;67;811;65;26
98;67;817;61;26
99;67;818;63;29
100;67;826;59;30
101;67;835;57;35
102;68;838;57;36
103;68;825;56;39
104;69;815;55;42
105;70;800;55;43
106;71;790;52;45
107;71;781;51;46
108;71;769;48;49
109;71;763;45;50
110;71;739;44;54
111;71;717;42;55
112;71;685;40;59
113;72;655;38;66
114;72;628;33;70
115;72;597;32;73
116;73;562;27;74
117;73;533;25;78
118;73;507;22;79
119;73;478;19;82
120;73;448;14;86
121;73;411;14;90
122;73;372;14;94
123;73;335;10;98
124;74;295;9;101
125;74;263;6;104
126;74;229;5;106
127;74;192;5;108
128;74;161;4;111
129;75;134;4;113
130;75;110;3;114
131;75;95;2;115
132;75;84;2;117
133;75;70;1;117
134;76;60;1;117
135;76;50;1;117
136;76;41;1;118
137;76;34;0;118
138;76;27;0;120
139;77;20;0;121
140;77;18;0;123
141;77;13;0;123
142;78;10;0;123
143;79;7;0;123
144;79;3;0;123
145;79;2;0;123
146;79;1;0;123
147;81;0;0;123
148;81;0;0;123
149;81;0;0;123
150;81;0;0;123
151;81;0;0;123
152;81;0;0;123
153;81;0;0;123
154;82;0;0;123
155;83;0;0;123
156;83;0;0;123
157;85;0;0;123
158;85;0;0;123
159;85;0;0;123
160;85;0;0;123
161;85;0;0;123
162;85;0;0;123
163;86;0;0;123
164;87;0;0;123
165;87;0;0;123
166;87;0;0;123
167;87;0;0;123
168;89;0;0;123
169;90;0;0;123
170;90;0;0;123
171;90;0;0;123
172;90;0;0;123
173;91;0;0;123
174;92;0;0;123
