Timestep;Food;Prey;Prey2;Predators
0;45;20;11;3
1;45;24;13;3
2;45;24;16;3
3;45;26;15;3
4;45;28;16;3
5;45;28;17;3
6;45;29;19;3
7;45;31;20;3
8;45;36;20;3
9;46;37;20;3
10;46;37;22;3
11;46;39;23;3
12;46;38;23;3
13;47;38;23;3
14;47;39;23;3
15;48;40;23;3
16;49;40;25;3
17;50;43;25;3
18;50;43;29;3
19;50;44;28;3
20;50;45;28;3
21;50;45;28;3
22;53;46;29;3
23;54;49;31;3
24;54;49;31;3
25;54;51;29;3
26;54;53;29;3
27;56;55;30;3
28;56;61;31;3
29;56;62;31;3
30;56;65;32;3
31;56;67;37;3
32;56;70;36;3
33;56;75;38;3
34;56;80;38;3
35;58;88;41;3
36;59;94;42;3
37;60;101;43;3
38;60;106;44;3
39;60;111;49;3
40;60;116;53;3
41;61;122;56;3
42;61;137;58;3
43;61;150;60;3
44;61;161;67;3
45;61;172;67;3
46;61;184;69;3
47;61;195;71;3
48;61;204;76;3
49;61;214;81;3
50;61;232;83;3
51;61;247;85;3
52;61;261;87;3
53;62;278;89;3
54;62;299;92;3
55;64;322;92;4
56;64;343;93;4
57;64;366;93;4
58;64;394;94;4
59;65;413;94;4
60;65;439;95;6
61;65;458;96;6
62;65;484;95;6
63;65;518;94;6
64;66;545;93;6
65;67;570;92;6
66;68;597;91;6
67;68;617;90;7
68;68;642;90;7
69;68;672;89;9
70;68;688;87;9
71;68;707;88;9
72;68;736;87;10
73;68;760;87;11
74;68;773;87;11
75;68;790;87;11
76;68;809;86;13
77;68;823;86;13
78;69;841;85;15
79;69;854;84;16
80;69;865;84;16
81;69;877;83;16
82;69;890;83;18
83;69;889;81;19
84;69;897;80;21
85;69;902;79;23
86;69;910;79;23
87;69;919;77;24
88;70;919;75;26
89;70;920;75;26
90;71;925;74;26
91;72;929;72;29
92;72;939;70;30
93;73;935;70;33
94;73;932;70;35
95;73;925;66;35
96;73;912;65;40
97;73;898;64;44
98;74;881;63;46
99;74;861;61;46
100;74;844;59;49
101;75;830;57;50
102;75;812;54;54
103;76;793;52;56
104;76;771;50;57
105;77;755;46;67
106;78;713;46;71
107;78;677;43;76
108;78;638;40;77
109;78;603;36;80
110;79;566;31;82
111;79;521;29;86
112;79;491;25;89
113;80;454;25;91
114;80;417;24;98
115;81;373;24;100
116;82;340;23;106
117;84;303;19;113
118;85;269;15;114
119;85;239;14;116
120;85;211;13;116
121;85;179;12;118
122;85;148;12;119
123;85;126;12;121
124;87;104;8;125
125;87;85;5;126
126;87;71;5;130
127;87;57;4;131
128;88;40;3;132
129;89;27;3;133
130;89;20;2;134
131;89;17;2;134
132;89;16;1;134
133;89;13;0;134
134;89;9;0;134
135;89;7;0;134
136;89;5;0;134
137;90;1;0;134
138;91;1;0;134
139;93;1;0;134
140;94;1;0;134
141;94;0;0;134
142;94;0;0;134
143;95;0;0;134
144;95;0;0;134
145;97;0;0;134
146;97;0;0;134
147;98;0;0;134
148;98;0;0;134
149;99;0;0;134
150;99;0;0;134
151;99;0;0;134
152;99;0;0;134
153;99;0;0;134
154;99;0;0;134
155;100;0;0;134
156;100;0;0;134
157;100;0;0;134
158;102;0;0;134
159;102;0;0;134
160;102;0;0;134
161;103;0;0;134
162;104;0;0;134
163;104;0;0;134
164;104;0;0;134
165;104;0;0;134
166;105;0;0;134
