Timestep;Food;Prey1;Prey2;Predators
0;45;16;10;3
1;45;18;11;3
2;45;20;12;3
3;47;22;13;3
4;47;22;14;3
5;47;22;14;3
6;48;21;15;3
7;49;22;15;3
8;50;22;16;3
9;50;24;16;3
10;51;26;16;3
11;51;26;16;3
12;51;28;16;3
13;52;29;17;3
14;53;29;19;3
15;53;30;19;3
16;53;31;19;3
17;54;32;19;3
18;54;33;19;3
19;54;35;19;3
20;54;35;19;3
21;54;35;19;3
22;54;35;20;3
23;54;36;20;3
24;54;38;20;3
25;55;39;20;3
26;55;38;21;3
27;55;39;21;3
28;55;39;21;3
29;55;39;21;3
30;55;40;21;3
31;55;40;21;3
32;55;40;21;3
33;55;42;22;3
34;55;43;23;3
35;55;43;24;3
36;55;45;25;3
37;57;46;26;3
38;57;46;26;3
39;57;46;26;3
40;57;48;26;3
41;58;50;28;3
42;58;50;30;3
43;58;51;31;3
44;60;51;31;3
45;61;54;32;3
46;61;54;31;3
47;61;56;31;3
48;62;57;31;3
49;62;59;33;3
50;64;62;33;3
51;64;65;34;3
52;64;66;35;3
53;65;72;35;3
54;65;72;36;3
55;65;74;36;3
56;66;76;38;3
57;67;82;40;3
58;67;90;46;3
59;67;97;48;3
60;67;103;50;3
61;67;105;55;3
62;67;110;61;3
63;67;116;63;3
64;67;118;63;3
65;67;123;66;3
66;69;126;69;3
67;70;132;71;3
68;71;139;72;3
69;71;149;74;3
70;71;159;77;3
71;71;166;79;3
72;71;174;80;3
73;71;183;81;3
74;71;192;83;3
75;71;203;83;3
76;71;213;83;3
77;71;223;85;3
78;72;231;88;3
79;72;239;91;3
80;72;252;92;3
81;72;264;94;3
82;72;274;94;3
83;73;290;94;3
84;73;304;93;3
85;73;314;95;3
86;73;330;95;3
87;73;343;94;3
88;73;358;94;3
89;73;369;94;3
90;73;380;97;3
91;74;395;99;3
92;74;418;103;3
93;74;441;106;3
94;74;468;107;4
95;75;487;107;4
96;75;507;108;4
97;75;532;109;4
98;75;553;110;4
99;75;572;111;4
100;75;592;112;4
760;120;0;0;0
761;120;0;0;0
762;120;0;0;0
763;120;0;0;0
764;120;0;0;0
765;120;0;0;0
766;120;0;0;0
767;120;0;0;0
768;120;0;0;0
769;120;0;0;0
770;120;0;0;0
771;120;0;0;0
772;120;0;0;0
773;120;0;0;0
774;120;0;0;0
775;120;0;0;0
776;120;0;0;0
777;120;0;0;0
778;120;0;0;0
779;120;0;0;0
780;120;0;0;0
781;120;0;0;0
782;120;0;0;0
783;120;0;0;0
784;120;0;0;0
785;120;0;0;0
786;120;0;0;0
787;120;0;0;0
788;120;0;0;0
789;120;0;0;0
790;120;0;0;0
791;120;0;0;0
792;120;0;0;0
793;120;0;0;0
794;120;0;0;0
795;120;0;0;0
796;120;0;0;0
797;120;0;0;0
798;120;0;0;0
799;120;0;0;0
800;120;0;0;0
801;120;0;0;0
802;120;0;0;0
803;120;0;0;0
804;120;0;0;0
805;120;0;0;0
806;120;0;0;0
807;120;0;0;0
808;120;0;0;0
809;120;0;0;0
810;120;0;0;0
811;120;0;0;0
