Timestep;Food;Prey1;Prey2;Predators
0;47;14;10;0
1;48;14;10;0
2;49;14;10;0
3;49;14;10;0
4;49;14;10;0
5;50;14;10;0
6;50;14;10;0
7;50;14;10;0
8;50;14;10;0
9;50;14;10;0
10;50;14;10;0
11;50;14;10;0
12;50;14;10;0
13;50;14;10;0
14;50;14;10;0
15;50;14;10;0
16;51;14;10;0
17;52;14;10;0
18;52;14;10;0
19;52;14;10;0
20;53;14;10;0
21;53;14;10;0
22;53;14;10;0
23;53;14;10;0
24;53;14;10;0
25;53;14;10;0
26;54;14;10;0
27;54;14;10;0
28;54;14;10;0
29;54;14;10;0
30;54;14;10;0
31;54;14;10;0
32;54;14;10;0
33;54;14;10;0
34;54;14;10;0
35;54;14;10;0
36;54;14;10;0
37;54;14;10;0
38;54;14;10;0
39;54;14;10;0
40;54;14;10;0
41;57;14;10;0
42;57;14;10;0
43;57;14;10;0
44;57;14;10;0
45;57;14;10;0
46;57;14;10;0
47;57;14;10;0
48;57;14;10;0
49;58;14;10;0
50;59;14;10;0
51;60;14;10;0
52;60;14;10;0
53;60;14;10;0
54;61;14;10;0
55;62;14;10;0
56;62;14;11;0
57;62;14;11;0
58;63;14;11;0
59;64;14;11;0
60;65;14;11;0
61;65;14;11;0
62;65;14;11;0
63;65;14;11;0
64;65;14;11;0
65;65;14;11;0
66;65;14;11;0
67;65;14;11;0
68;65;14;11;0
69;65;14;11;0
70;65;14;11;0
71;65;14;11;0
72;65;14;11;0
73;65;14;11;0
74;65;14;11;0
75;65;14;11;0
76;66;14;11;0
77;67;14;11;0
78;67;14;11;0
79;68;14;11;0
80;68;14;11;0
81;69;14;11;0
82;70;14;11;0
83;70;14;11;0
84;70;14;11;0
85;70;14;11;0
86;71;14;11;0
87;71;14;11;0
88;72;14;11;0
89;72;14;11;0
90;72;14;11;0
91;73;14;11;0
92;73;14;11;0
93;73;14;11;0
94;73;14;11;0
95;74;14;11;0
96;74;14;11;0
97;75;14;11;0
98;75;14;11;0
99;75;14;11;0
100;76;14;11;0
101;76;14;11;0
102;76;14;11;0
103;76;14;11;0
104;76;14;11;0
105;76;14;11;0
106;77;14;11;0
107;77;14;11;0
108;78;14;11;0
109;78;14;11;0
110;78;14;11;0
111;78;14;11;0
112;78;14;11;0
113;78;14;11;0
114;78;14;11;0
115;78;14;11;0
116;79;14;11;0
117;81;14;11;0
118;82;14;11;0
119;83;14;11;0
120;83;14;11;0
121;84;14;11;0
122;84;14;11;0
123;84;14;11;0
124;84;14;11;0
125;85;14;11;0
126;85;14;11;0
127;85;14;11;0
128;85;14;11;0
129;86;14;11;0
130;86;14;11;0
131;88;14;11;0
132;88;14;11;0
133;88;14;11;0
134;88;14;12;0
135;89;14;12;0
136;89;14;12;0
137;89;14;12;0
138;89;14;12;0
139;89;14;12;0
140;89;14;12;0
141;89;14;12;0
142;89;14;12;0
143;89;14;12;0
144;89;14;12;0
145;89;14;12;0
146;89;14;12;0
147;89;14;12;0
148;90;14;12;0
149;90;14;12;0
150;90;14;12;0
151;90;14;12;0
152;90;14;12;0
153;91;14;12;0
154;91;14;12;0
155;91;14;13;0
156;92;14;13;0
157;94;14;13;0
158;94;14;13;0
159;94;14;13;0
160;95;14;13;0
161;96;14;13;0
162;96;14;13;0
163;97;14;13;0
164;97;14;13;0
165;97;14;13;0
166;98;14;13;0
167;98;14;13;0
168;98;14;13;0
169;99;14;13;0
170;100;14;13;0
171;101;14;13;0
172;102;14;13;0
173;102;14;13;0
174;103;14;13;0
175;103;14;13;0
176;103;14;13;0
177;104;14;13;0
178;105;14;13;0
179;105;14;13;0
180;105;14;13;0
181;108;14;13;0
182;109;14;13;0
183;110;14;14;0
184;111;14;14;0
185;111;14;14;0
186;111;14;14;0
187;111;14;14;0
188;112;14;14;0
189;113;14;14;0
190;114;14;14;0
191;114;14;15;0
192;115;14;15;0
193;116;14;15;0
194;116;14;15;0
195;116;14;15;0
196;117;14;15;0
197;118;14;15;0
198;118;14;15;0
199;119;14;15;0
200;119;14;15;0
201;119;14;15;0
202;119;14;15;0
203;119;14;15;0
204;120;14;15;0
205;120;14;15;0
206;120;14;15;0
207;120;14;15;0
208;120;14;15;0
209;120;14;15;0
210;120;14;15;0
211;120;14;15;0
212;120;14;15;0
213;120;14;15;0
214;120;14;15;0
215;120;14;15;0
216;120;14;15;0
217;120;14;15;0
218;120;14;15;0
219;120;14;15;0
220;120;14;15;0
221;120;14;15;0
222;120;14;15;0
223;120;14;15;0
224;120;14;15;0
225;120;14;15;0
226;120;14;15;0
227;120;14;15;0
228;120;14;15;0
229;120;14;15;0
230;120;14;16;0
231;120;14;16;0
232;120;14;16;0
233;120;14;16;0
234;120;14;16;0
235;120;14;16;0
236;120;14;16;0
237;120;14;16;0
238;120;14;16;0
239;120;14;16;0
240;120;14;16;0
241;120;14;16;0
242;120;14;16;0
243;120;14;16;0
244;120;14;16;0
245;120;14;16;0
246;120;14;16;0
247;120;14;17;0
248;120;14;18;0
249;120;14;18;0
250;120;14;18;0
251;120;14;18;0
252;120;14;18;0
253;120;14;18;0
254;120;14;18;0
255;120;14;18;0
256;120;14;18;0
257;120;14;18;0
258;120;14;18;0
259;120;14;18;0
260;120;14;19;0
261;120;14;19;0
262;120;14;19;0
263;120;14;19;0
264;120;14;19;0
265;120;14;19;0
266;120;14;19;0
267;120;14;19;0
268;120;14;19;0
269;120;14;19;0
270;120;14;20;0
271;120;14;20;0
272;120;14;20;0
273;120;14;20;0
274;120;14;20;0
275;120;14;20;0
276;120;14;20;0
277;120;15;20;0
278;120;15;20;0
279;120;15;20;0
280;120;15;20;0
281;120;15;20;0
282;120;15;20;0
283;120;15;20;0
284;120;15;20;0
285;120;15;20;0
286;120;15;20;0
287;120;15;20;0
288;120;15;20;0
289;120;15;20;0
290;120;15;20;0
291;120;15;20;0
292;120;15;20;0
293;120;15;21;0
294;120;15;21;0
295;120;15;21;0
296;120;15;21;0
297;120;15;21;0
298;120;15;21;0
299;120;15;21;0
300;120;15;21;0
301;120;15;21;0
302;120;15;22;0
303;120;15;22;0
304;120;15;22;0
305;120;15;22;0
