Timestep;Food;Prey;Prey2;Predators
0;10;5;4;2
1;10;5;4;2
2;10;5;4;2
3;10;5;4;2
4;10;5;4;2
5;10;5;4;2
6;10;5;4;2
7;10;5;4;2
8;10;5;4;2
9;10;5;4;2
10;10;5;4;2
11;10;5;4;2
12;10;5;4;2
13;10;5;4;2
14;10;5;4;2
15;10;5;4;2
16;10;5;5;2
17;10;6;5;2
18;10;6;5;2
19;10;6;5;2
20;10;6;5;2
21;10;6;5;2
22;10;6;4;2
23;10;6;4;2
24;10;6;4;2
25;10;6;4;2
26;10;6;3;2
27;10;6;3;2
28;10;6;3;2
29;10;6;3;2
30;10;6;3;2
31;10;6;3;2
32;10;6;3;2
33;10;6;3;2
34;10;6;3;2
35;10;6;3;2
36;10;6;3;2
37;10;6;3;2
38;10;6;3;2
39;10;6;2;2
40;10;7;2;2
41;10;7;2;2
42;10;7;2;2
43;10;7;2;2
44;10;7;2;2
45;10;7;2;2
46;10;7;2;2
47;10;7;2;2
48;10;7;2;2
49;10;6;2;2
50;10;6;3;2
51;10;7;3;2
52;10;7;3;2
53;10;7;3;2
54;10;7;3;2
55;10;7;3;2
56;10;7;3;2
57;10;7;3;2
58;10;7;3;2
59;10;7;3;2
60;10;7;3;2
61;10;7;3;2
62;10;7;3;2
63;10;7;3;2
64;10;7;3;2
65;10;7;3;2
66;10;7;3;2
67;10;7;3;2
68;10;7;3;2
69;11;7;3;2
70;11;7;3;2
71;11;7;3;2
72;11;7;3;2
73;11;7;3;2
74;11;7;3;2
75;11;7;3;2
76;11;6;3;2
77;11;6;3;2
78;11;6;3;2
79;11;6;3;2
80;11;6;3;2
81;11;6;3;2
82;11;6;3;2
83;11;6;3;2
84;11;6;3;2
85;11;6;3;2
86;11;6;3;2
87;11;6;3;2
88;11;6;3;2
89;11;7;3;2
90;11;7;3;2
91;11;7;3;2
92;11;7;3;2
93;11;7;3;2
94;11;7;3;2
95;11;7;3;2
96;11;7;3;2
97;11;7;3;2
98;11;7;3;2
99;11;7;3;2
100;11;8;3;2
101;11;8;3;2
102;11;8;3;2
103;11;8;3;2
104;11;8;3;2
105;11;8;3;2
106;11;8;3;2
107;12;8;3;2
108;12;8;3;2
109;12;8;3;2
110;12;8;3;2
111;12;8;3;2
112;12;8;3;2
113;12;8;3;2
114;12;8;3;2
115;12;9;3;2
116;12;9;3;2
117;12;9;3;2
118;12;9;3;2
119;12;8;3;2
120;12;7;3;2
121;12;7;3;2
122;12;6;3;2
123;12;6;3;2
124;13;6;3;2
125;13;8;3;2
126;13;8;3;2
127;13;8;3;2
128;13;8;3;2
129;13;8;3;2
130;14;8;3;2
131;14;8;3;2
132;14;8;3;2
133;14;8;3;2
134;14;9;3;2
135;14;9;3;2
136;14;9;3;2
137;14;9;3;2
138;14;8;3;2
139;14;8;3;2
140;14;8;3;2
141;14;8;3;2
142;14;8;3;2
143;14;8;3;2
144;14;8;3;2
145;14;8;3;2
146;14;8;3;2
147;14;8;3;2
148;14;8;3;2
149;14;8;3;2
150;14;8;3;2
151;14;8;3;2
152;14;8;3;2
153;14;8;3;2
154;14;8;4;2
155;14;9;4;2
156;14;9;4;2
157;14;9;4;2
158;14;9;4;2
159;14;9;4;2
160;14;9;4;2
161;14;9;4;2
162;14;9;4;2
163;14;9;4;2
164;14;9;4;2
165;14;9;4;2
166;14;9;4;2
167;14;9;4;2
168;14;9;4;2
169;14;9;4;2
170;14;9;4;2
171;14;9;4;2
172;14;10;4;2
173;14;10;4;2
174;15;10;4;2
175;15;10;4;2
176;15;10;4;2
177;15;10;4;2
178;15;10;4;2
179;15;10;4;2
180;15;10;4;2
181;15;10;4;2
182;15;10;4;2
183;15;10;4;2
184;15;10;4;2
185;15;10;4;2
186;15;10;4;2
187;15;10;4;2
188;15;10;4;2
189;15;10;4;2
190;15;10;4;2
191;15;10;4;2
192;15;10;4;2
193;15;10;5;2
194;15;10;4;2
195;15;10;4;2
196;15;9;4;2
197;15;10;4;2
198;15;10;4;2
199;15;10;4;2
200;15;10;4;2
201;15;10;4;2
202;15;10;4;2
