Timestep;Food;Prey1;Prey2;Predators
0;45;17;15;3
1;45;21;17;3
2;45;22;19;3
3;45;23;19;3
4;45;25;23;3
5;45;30;24;3
6;45;32;26;3
7;45;34;26;3
8;45;35;26;3
9;45;37;27;3
10;46;38;27;3
11;46;39;29;3
12;46;39;30;3
13;46;42;30;3
14;46;42;33;3
15;46;46;34;3
16;46;47;36;3
17;46;48;38;3
18;46;52;42;3
19;46;53;46;3
20;46;56;48;3
21;46;61;50;3
22;48;66;51;3
23;48;69;54;3
24;48;71;58;3
25;48;74;60;3
26;48;79;64;3
27;48;83;69;3
28;48;87;74;3
29;48;94;78;4
30;50;104;77;4
31;51;108;78;4
32;51;109;81;5
33;52;114;85;5
34;52;124;86;5
35;52;128;88;5
36;53;135;92;5
37;54;142;100;6
38;54;152;101;5
39;55;160;104;5
40;55;173;104;5
41;55;185;109;5
42;56;196;111;5
43;56;211;111;5
44;56;225;111;5
45;56;238;111;5
46;57;254;113;5
47;57;274;113;5
48;57;283;116;6
49;58;298;117;6
50;59;313;117;8
51;59;331;120;8
52;60;349;121;8
53;60;365;123;9
54;60;378;123;9
55;60;393;119;10
56;60;406;121;11
57;60;417;120;11
58;61;436;119;12
59;61;450;118;11
60;61;461;117;11
61;62;476;117;12
62;62;485;115;12
63;62;505;113;14
64;62;513;111;14
65;62;524;112;15
66;62;535;111;16
67;62;543;111;16
68;62;550;110;19
69;62;561;105;20
70;62;564;105;21
71;64;574;103;23
72;64;576;103;24
73;64;587;101;26
74;65;584;102;29
75;66;585;102;31
76;66;592;101;34
77;66;598;94;36
78;66;594;93;38
79;66;597;90;42
80;66;578;88;47
81;66;566;85;50
82;66;557;83;53
83;66;532;82;57
84;66;512;78;59
85;66;506;70;63
86;66;484;65;68
87;66;463;58;69
88;67;434;56;74
89;68;406;49;79
90;68;369;45;85
91;68;340;34;89
92;68;309;25;91
93;70;282;17;93
94;70;253;16;98
95;70;225;14;101
96;70;200;10;101
97;70;178;8;102
98;70;159;8;103
99;70;144;6;105
100;71;126;5;108
101;71;105;5;109
102;73;94;5;111
103;73;82;4;111
104;73;73;3;111
105;73;63;3;111
106;73;52;3;111
107;73;46;3;112
108;73;41;2;112
109;73;35;2;112
110;74;32;2;112
111;74;29;2;111
112;74;24;2;112
113;75;21;2;112
114;76;19;2;112
115;76;18;1;112
116;76;17;0;112
117;76;15;0;112
118;76;13;0;112
119;76;11;0;112
120;77;10;0;112
121;77;7;0;112
122;77;4;0;112
123;77;4;0;112
124;77;3;0;113
125;77;3;0;113
126;77;2;0;113
127;77;2;0;113
128;77;2;0;111
129;78;2;0;111
130;78;1;0;110
131;78;0;0;110
132;78;0;0;110
133;78;0;0;110
134;79;0;0;110
135;79;0;0;110
136;79;0;0;110
137;79;0;0;110
138;79;0;0;110
139;80;0;0;110
140;80;0;0;110
141;80;0;0;109
142;81;0;0;109
143;81;0;0;109
144;81;0;0;109
145;81;0;0;109
146;82;0;0;109
147;83;0;0;109
148;83;0;0;109
149;83;0;0;109
150;83;0;0;109
