Timestep;Food;Prey1;Prey2;Predators
0;47;21;11;3
1;47;22;12;3
2;48;21;12;3
3;48;22;14;3
4;48;23;14;3
5;48;23;14;3
6;48;24;15;3
7;49;24;15;3
8;49;24;15;3
9;49;24;15;3
10;49;24;15;3
11;49;25;15;3
12;49;26;18;3
13;49;29;19;3
14;49;32;21;3
15;49;32;23;3
16;49;34;23;3
17;49;35;27;3
18;49;36;27;3
19;50;38;28;3
20;51;42;29;3
21;52;46;30;3
22;52;51;31;3
23;52;53;33;3
24;52;58;32;3
25;52;64;32;3
26;53;67;35;3
27;53;75;34;3
28;53;78;35;3
29;53;86;35;3
30;53;90;35;3
31;53;94;37;4
32;53;94;40;4
33;53;97;41;4
34;53;101;42;4
35;53;105;44;4
36;53;112;45;4
37;53;118;49;5
38;53;128;51;5
39;53;139;53;5
40;53;149;53;4
41;53;161;55;4
42;53;170;57;5
43;53;183;57;5
44;53;195;60;5
45;53;200;61;5
46;54;210;63;5
47;54;219;64;6
48;54;222;67;6
49;54;231;71;6
50;54;248;71;7
51;54;260;70;6
52;55;274;71;7
53;55;284;72;7
54;55;298;73;8
55;55;315;75;10
56;55;329;74;10
57;56;350;75;11
58;56;366;76;11
59;57;378;76;11
60;57;398;75;12
61;57;412;74;12
62;57;422;73;13
63;57;434;73;13
64;57;448;73;14
65;57;463;72;14
66;57;474;71;14
67;58;487;69;16
68;58;503;68;15
69;58;521;67;16
70;58;531;65;18
71;58;546;67;17
72;58;553;66;21
73;58;559;63;22
74;59;560;63;22
75;59;563;61;25
76;59;570;58;26
77;59;574;58;31
78;60;574;55;32
79;60;575;53;32
80;60;576;53;35
81;60;576;51;35
82;60;570;50;42
83;60;563;45;44
84;60;550;42;44
85;60;539;41;45
86;60;529;39;45
87;60;517;36;51
88;60;501;31;54
89;61;486;27;55
90;62;463;25;58
91;62;439;24;62
92;63;414;21;65
93;64;386;20;67
94;64;361;17;72
95;64;334;15;78
96;65;305;14;80
97;65;278;12;84
98;65;251;10;83
99;65;230;8;86
100;65;204;9;90
101;65;181;6;91
102;65;157;4;92
103;65;144;4;92
104;65;134;4;92
105;65;122;3;93
106;65;113;2;93
107;66;103;1;96
108;67;97;0;96
109;67;90;0;97
110;67;81;0;100
111;67;72;0;100
112;68;67;0;100
113;68;62;0;100
114;68;57;0;100
115;68;51;0;101
116;68;46;0;101
117;68;36;0;102
118;68;28;0;102
119;68;27;0;100
120;68;24;0;100
121;70;20;0;100
122;70;16;0;100
123;70;12;0;100
124;71;9;0;100
125;71;6;0;100
126;71;4;0;100
127;72;3;0;99
128;72;3;0;99
129;72;2;0;99
130;75;1;0;98
131;76;0;0;98
132;77;0;0;98
133;77;0;0;98
134;77;0;0;97
135;77;0;0;97
136;77;0;0;97
137;78;0;0;97
138;78;0;0;97
139;78;0;0;97
140;78;0;0;97
141;79;0;0;97
142;79;0;0;97
143;79;0;0;97
144;79;0;0;97
145;79;0;0;97
146;79;0;0;97
147;79;0;0;96
148;80;0;0;96
149;80;0;0;96
150;81;0;0;96
151;81;0;0;96
152;81;0;0;95
153;83;0;0;95
154;83;0;0;95
155;84;0;0;95
156;84;0;0;95
157;85;0;0;94
158;85;0;0;94
159;86;0;0;94
160;86;0;0;94
161;87;0;0;94
162;88;0;0;94
163;89;0;0;94
164;89;0;0;94
165;90;0;0;94
166;90;0;0;94
167;90;0;0;94
168;90;0;0;94
169;90;0;0;94
170;90;0;0;93
171;90;0;0;93
172;90;0;0;93
173;90;0;0;92
174;92;0;0;92
175;92;0;0;91
176;92;0;0;91
177;95;0;0;91
