Timestep;Food;Prey1;Prey2;Predators
0;46;14;10;3
1;46;15;12;3
2;46;15;13;3
3;46;16;13;3
4;46;17;13;3
5;46;17;14;3
6;46;17;14;3
7;46;16;14;3
8;46;16;14;3
9;46;16;14;3
10;46;16;15;3
11;46;16;15;3
12;46;15;15;3
13;46;15;14;3
14;47;15;14;3
15;47;16;14;3
16;47;16;14;3
17;47;16;15;3
18;47;16;15;3
19;47;16;15;3
20;47;17;14;3
21;47;17;14;3
22;47;17;15;3
23;47;17;14;3
24;48;18;14;3
25;48;18;14;3
26;49;20;14;3
27;50;20;14;3
28;50;20;14;3
29;50;20;15;3
30;50;22;17;3
31;50;22;18;3
32;50;22;18;3
33;50;22;18;3
34;50;22;18;3
35;50;22;19;3
36;50;21;19;3
37;50;21;20;3
38;50;22;20;3
39;50;22;21;3
40;52;24;21;3
41;52;24;22;3
42;52;25;27;3
43;53;25;27;3
44;53;25;27;3
45;53;25;27;3
46;53;25;28;3
47;53;26;28;3
48;54;26;29;3
49;54;28;28;3
50;54;31;28;3
51;54;31;29;3
52;55;32;30;3
53;55;32;34;3
54;55;32;34;3
55;55;33;37;3
56;57;33;39;3
57;57;35;39;3
58;57;37;39;3
59;58;38;42;3
60;58;40;44;3
61;59;40;44;3
62;59;41;43;3
63;59;42;44;3
64;60;44;44;3
65;60;49;45;3
66;60;53;47;3
67;60;55;49;3
68;61;57;51;3
69;61;60;53;3
70;61;64;54;3
71;62;67;55;3
72;62;68;55;3
73;63;71;54;3
74;65;74;55;3
75;65;81;56;3
76;65;87;57;3
77;65;92;58;3
78;65;93;62;3
79;66;94;65;3
80;66;97;68;3
81;67;103;70;3
82;68;104;71;3
83;70;111;71;3
84;71;118;72;3
85;71;126;72;3
86;71;133;74;3
87;71;142;76;3
88;71;153;77;3
89;71;163;79;3
90;72;173;81;3
91;72;185;87;3
92;74;198;90;3
93;75;209;92;3
94;75;215;95;3
95;75;228;102;3
96;75;242;110;3
97;76;256;110;3
98;76;273;113;3
99;78;294;116;3
100;78;319;116;3
101;78;332;121;3
102;79;357;122;4
103;79;373;121;4
104;81;391;125;4
105;81;414;129;5
106;82;443;131;5
107;83;467;133;5
108;83;492;133;5
109;83;523;133;5
110;83;549;135;5
111;83;577;137;5
112;84;611;138;5
113;85;648;138;5
114;86;677;138;5
115;86;713;140;5
116;88;746;141;5
117;88;778;144;6
118;88;808;145;6
119;88;847;145;6
120;88;882;146;7
121;89;908;146;7
122;91;935;147;7
123;92;973;148;7
124;93;1002;150;7
125;93;1025;149;7
126;93;1068;147;8
127;93;1104;149;10
128;94;1133;148;10
129;94;1166;148;10
130;94;1193;148;10
131;96;1214;149;11
132;97;1253;148;12
133;97;1277;147;13
134;99;1315;146;13
135;99;1348;145;14
136;99;1378;145;16
137;99;1406;145;16
138;100;1434;146;16
139;100;1462;144;16
140;101;1488;143;17
141;101;1524;142;18
142;101;1558;142;18
143;101;1594;142;22
144;103;1619;141;23
145;103;1640;141;23
146;103;1663;141;24
147;103;1689;141;24
148;103;1712;140;24
149;103;1735;140;24
150;103;1756;139;28
151;104;1773;139;31
152;105;1787;138;35
153;107;1803;138;35
154;107;1814;136;38
155;108;1825;135;41
156;108;1839;133;43
157;110;1851;132;44
158;110;1855;128;45
159;110;1859;122;49
160;110;1864;121;53
161;110;1860;118;58
162;110;1848;116;60
163;110;1838;117;63
164;111;1839;111;67
165;111;1828;106;69
166;111;1817;105;71
167;111;1794;104;75
168;113;1775;101;80
169;115;1750;99;86
170;115;1722;100;91
171;115;1685;99;95
172;115;1642;97;101
173;116;1597;91;112
174;117;1534;88;118
175;118;1487;80;122
176;119;1427;77;130
177;119;1364;70;134
178;120;1308;62;142
179;120;1235;60;147
180;120;1158;57;153
181;120;1083;54;158
182;120;1012;51;165
183;120;931;44;175
184;120;848;41;181
185;120;780;36;188
186;120;709;34;192
187;120;638;33;198
188;120;581;31;203
189;120;522;30;210
190;120;454;28;216
191;120;404;23;224
192;120;354;16;230
193;120;301;14;233
194;120;260;14;240
195;120;223;11;242
196;120;186;9;243
197;120;166;5;245
198;120;146;3;246
