Timestep;Food;Prey1;Prey2;Predators
0;45;21;14;3
1;45;22;14;3
2;45;22;16;3
3;45;24;16;3
4;45;24;18;3
5;45;24;17;3
6;45;24;18;3
7;45;26;20;3
8;45;28;23;3
9;46;29;23;3
10;46;29;23;3
11;46;32;22;3
12;46;33;22;3
13;46;33;23;3
14;46;33;23;3
15;46;34;23;3
16;46;35;24;3
17;46;35;24;3
18;46;37;25;3
19;46;38;25;3
20;47;39;24;3
21;47;41;25;3
22;47;44;26;3
23;47;44;26;3
24;48;46;27;3
25;48;50;27;3
26;48;52;27;3
27;48;53;27;3
28;48;54;27;3
29;48;55;27;3
30;48;56;28;3
31;48;58;29;3
32;48;59;28;3
33;48;61;28;3
34;48;61;29;3
35;48;61;30;3
36;48;65;30;3
37;48;67;30;3
38;48;67;30;3
39;48;71;32;3
40;49;72;34;3
41;49;74;34;3
42;49;75;34;3
43;49;79;35;3
44;49;85;36;3
45;49;89;36;3
46;49;91;36;3
47;49;98;36;3
48;49;104;39;3
49;49;106;40;3
50;49;109;41;3
51;49;110;41;3
52;50;117;42;3
53;51;126;45;3
54;51;130;46;3
55;51;136;46;3
56;51;138;46;3
57;51;139;47;3
58;51;140;47;3
59;52;147;48;3
60;52;150;48;3
61;53;156;50;3
62;53;162;50;3
63;53;172;50;3
64;53;179;54;3
65;53;193;55;4
66;53;203;56;4
67;54;212;58;5
68;54;224;58;5
69;54;233;59;5
70;54;249;61;5
71;55;259;61;5
72;55;271;61;5
73;56;289;61;5
74;57;305;61;5
75;57;322;61;6
76;58;336;63;6
77;58;351;63;6
78;58;366;62;6
79;58;375;62;6
80;58;387;63;7
81;58;397;65;7
82;58;405;65;7
83;58;422;66;7
84;58;434;66;7
85;59;453;66;8
86;59;467;65;8
87;59;478;65;8
88;59;493;64;8
89;60;509;64;8
90;60;527;64;8
91;60;539;65;9
92;61;559;65;9
93;61;577;65;9
94;61;598;65;9
95;61;615;65;9
96;61;631;64;9
97;61;646;65;10
98;61;662;63;11
99;61;677;61;13
100;61;688;61;14
101;61;701;60;15
102;61;711;59;15
103;61;724;58;16
104;61;728;58;16
105;62;742;57;16
106;62;758;57;16
107;64;767;57;17
108;64;768;57;19
109;65;773;58;19
110;65;780;57;22
111;65;774;55;24
112;65;771;55;26
113;65;772;53;26
114;65;768;51;26
115;65;771;49;27
116;65;770;51;29
117;65;768;51;31
118;65;762;49;34
119;66;753;48;38
120;66;743;48;39
121;66;737;46;40
122;66;727;43;42
123;66;719;40;42
124;67;701;41;43
125;67;687;39;45
126;69;674;37;48
127;69;656;35;52
128;69;639;30;52
129;69;626;24;53
130;70;604;23;56
131;70;581;20;59
132;71;555;19;60
133;72;529;19;62
134;72;495;18;66
135;72;460;17;70
136;72;425;15;81
137;75;388;12;85
138;77;348;12;86
139;77;316;11;89
140;78;285;10;90
141;78;250;9;91
142;78;211;9;92
143;78;189;7;92
144;78;172;5;93
145;78;153;4;97
146;79;135;3;99
147;80;118;3;103
148;80;104;3;104
149;80;91;3;107
150;80;80;3;108
151;80;70;2;110
152;82;56;2;110
153;82;47;2;110
