Timestep;Food;Prey1;Prey2;Predators
0;46;21;14;3
1;46;24;17;3
2;46;25;19;3
3;46;28;19;3
4;46;31;19;3
5;46;33;19;3
6;47;35;20;3
7;47;36;20;3
8;47;37;22;3
9;47;40;22;3
10;47;43;23;3
11;47;48;25;3
12;47;51;27;3
13;47;53;31;3
14;47;54;33;3
15;47;55;34;3
16;47;55;34;3
17;47;58;33;3
18;48;58;36;3
19;50;61;38;3
20;51;62;39;3
21;51;68;39;3
22;51;71;40;4
23;51;74;42;4
24;51;77;43;4
25;53;79;44;4
26;53;91;47;4
27;53;101;48;4
28;53;109;51;4
29;53;120;50;4
30;53;126;52;4
31;53;136;54;4
32;53;142;56;4
33;53;147;57;4
34;53;154;59;4
35;53;163;60;4
36;53;173;62;4
37;53;187;61;5
38;53;201;62;4
39;53;220;63;4
40;53;238;64;5
41;53;246;65;6
42;53;262;67;6
43;55;272;67;6
44;55;283;69;6
45;55;292;72;7
46;55;295;71;8
47;55;301;71;8
48;55;316;73;8
49;55;329;76;8
50;55;341;78;9
51;55;360;78;10
52;55;378;76;11
53;55;393;79;12
54;55;404;78;12
55;55;423;76;13
56;56;433;74;13
57;56;443;73;13
58;56;452;71;16
59;57;457;70;17
60;57;459;70;18
61;58;472;69;18
62;59;477;68;18
63;59;485;68;21
64;60;492;68;22
65;60;501;67;23
66;60;510;67;24
67;60;516;66;24
68;60;520;64;27
69;60;521;62;28
70;60;524;62;31
71;60;525;59;32
72;60;522;56;32
73;60;522;53;37
74;62;514;53;39
75;62;506;53;40
76;63;498;50;45
77;63;488;46;45
78;65;470;43;48
79;65;457;40;49
80;66;439;41;52
81;67;427;39;57
82;67;403;38;58
83;68;380;35;63
84;68;358;34;66
85;68;335;32;67
86;68;311;31;68
87;69;295;26;67
88;70;275;26;71
89;70;254;23;75
90;73;236;20;74
