Timestep;Food;Prey1;Prey2;Predators
0;45;14;14;3
1;46;15;15;3
2;46;17;15;3
3;46;17;15;3
4;46;18;15;3
5;46;19;15;3
6;46;20;17;3
7;46;22;18;3
8;46;23;18;3
9;46;23;20;3
10;46;23;20;3
11;46;23;21;3
12;46;25;23;3
13;46;26;24;3
14;47;26;26;3
15;47;27;27;3
16;47;29;27;3
17;47;30;29;3
18;48;31;28;3
19;49;32;30;3
20;50;33;30;3
21;50;36;32;3
22;51;38;31;3
23;51;38;30;3
24;51;38;33;3
25;51;39;32;3
26;51;41;32;3
27;51;43;31;3
28;51;46;33;3
29;51;46;37;3
30;51;48;37;3
31;51;50;36;3
32;52;52;39;3
33;52;55;41;3
34;52;60;41;3
35;52;66;43;3
36;52;66;45;3
37;53;67;47;3
38;53;70;47;3
39;53;71;47;3
40;53;75;47;3
41;53;77;52;3
42;53;80;52;3
43;54;83;53;3
44;54;86;53;3
45;54;92;57;3
46;54;99;59;3
47;54;104;61;3
48;54;106;62;3
49;54;109;63;3
50;54;115;64;3
51;54;127;64;3
52;54;136;63;3
53;55;144;63;3
54;55;158;66;3
55;55;176;67;3
56;55;198;69;3
57;55;215;72;3
58;55;235;72;4
59;55;252;72;4
60;56;270;73;5
61;56;290;75;5
62;56;311;75;5
63;57;333;76;5
64;57;358;75;6
65;57;376;75;6
66;58;391;75;6
67;58;409;75;6
68;58;427;76;7
69;58;448;76;7
70;58;458;77;7
71;58;475;77;7
72;58;490;77;7
73;58;506;76;8
74;58;524;76;8
75;59;537;77;8
76;59;552;76;8
77;59;573;76;8
78;60;584;76;8
79;60;603;77;8
80;60;624;76;8
81;60;637;76;8
82;60;661;75;10
83;62;672;76;11
84;63;685;76;12
85;64;697;75;12
86;64;713;74;13
87;64;725;74;14
88;64;733;75;14
89;64;745;77;14
90;65;755;77;14
91;65;764;77;15
92;66;782;77;15
93;66;800;77;16
94;67;804;76;17
95;68;811;74;20
96;68;828;73;21
97;68;840;71;22
98;68;855;71;24
99;68;859;69;24
100;69;866;69;24
101;70;875;68;25
102;72;886;67;25
103;73;897;66;27
104;73;898;66;31
105;73;908;65;32
106;74;915;64;33
107;74;923;61;35
108;74;917;62;38
109;75;914;58;39
110;75;899;58;42
111;75;900;56;43
112;75;889;56;45
113;75;881;56;46
114;75;870;53;48
115;75;858;51;53
116;76;835;49;54
117;77;812;48;56
118;77;788;48;60
119;77;761;46;65
120;77;724;44;67
121;77;696;40;69
122;77;665;35;71
123;77;640;33;75
124;77;614;30;79
125;78;584;26;81
126;79;549;25;85
127;79;513;25;89
128;79;475;24;93
129;80;438;23;97
130;80;408;21;98
131;82;381;20;100
132;83;348;19;105
133;83;317;18;107
134;83;292;17;107
135;83;268;14;109
136;84;245;12;111
137;87;225;9;114
138;88;211;9;117
139;89;192;6;117
140;90;175;5;118
141;91;156;5;122
142;91;138;5;127
143;91;120;4;127
144;91;106;3;128
145;91;92;3;128
146;91;83;2;129
147;92;73;2;129
148;92;64;2;130
149;93;54;2;132
150;93;41;2;134
151;93;34;2;134
152;93;29;0;135
153;93;25;0;136
154;93;23;0;136
155;93;20;0;137
156;93;18;0;138
157;93;17;0;138
158;93;15;0;138
159;93;12;0;138
160;93;10;0;138
161;93;9;0;138
162;93;8;0;138
163;94;7;0;138
164;94;6;0;138
165;95;5;0;138
166;95;3;0;138
167;96;0;0;139
168;96;0;0;139
169;96;0;0;139
170;96;0;0;139
171;96;0;0;139
172;96;0;0;139
173;96;0;0;139
174;97;0;0;139
175;97;0;0;139
176;97;0;0;139
177;97;0;0;139
178;97;0;0;139
179;97;0;0;139
180;97;0;0;139
181;97;0;0;139
182;97;0;0;139
183;97;0;0;139
184;97;0;0;139
185;97;0;0;139
186;97;0;0;139
187;98;0;0;139
188;98;0;0;139
189;98;0;0;139
190;98;0;0;139
191;100;0;0;139
192;100;0;0;139
193;101;0;0;139
194;101;0;0;139
195;102;0;0;139
196;103;0;0;139
197;103;0;0;139
198;103;0;0;139
199;104;0;0;139
200;104;0;0;139
201;104;0;0;139
202;107;0;0;139
203;107;0;0;139
204;109;0;0;139
205;111;0;0;139
206;111;0;0;139
207;112;0;0;139
208;112;0;0;139
209;112;0;0;139
210;112;0;0;139
211;112;0;0;139
212;112;0;0;139
213;113;0;0;139
214;114;0;0;139
215;115;0;0;139
216;115;0;0;139
217;115;0;0;139
218;115;0;0;139
219;115;0;0;139
220;116;0;0;139
221;117;0;0;139
222;117;0;0;139
223;117;0;0;139
224;120;0;0;139
225;120;0;0;139
226;120;0;0;139
227;120;0;0;139
228;120;0;0;139
229;120;0;0;139
230;120;0;0;139
231;120;0;0;139
232;120;0;0;139
233;120;0;0;139
234;120;0;0;139
235;120;0;0;139
236;120;0;0;139
237;120;0;0;139
238;120;0;0;139
239;120;0;0;139
240;120;0;0;139
