Timestep;Food;Prey1;Prey2;Predators
0;45;17;16;3
1;45;17;16;3
2;45;17;16;3
3;45;18;16;3
4;45;17;18;3
5;45;17;19;3
6;45;17;19;3
7;46;17;19;3
8;46;18;19;3
9;47;18;18;3
10;47;19;18;3
11;47;19;20;3
12;47;20;20;3
13;48;21;20;3
14;48;25;23;3
15;48;27;24;3
16;49;27;24;3
17;49;27;24;3
18;50;28;24;3
19;51;28;24;3
20;51;28;26;3
21;51;29;26;3
22;52;30;26;3
23;52;30;27;3
24;52;32;27;3
25;52;34;27;3
26;53;34;27;3
27;53;35;26;3
28;54;34;27;3
29;54;34;28;3
30;54;36;30;3
31;54;37;32;3
32;54;41;33;3
33;54;41;34;3
34;54;42;34;3
35;55;43;34;3
36;55;47;37;3
37;55;49;44;3
38;56;54;45;3
39;57;57;46;3
40;57;63;47;3
41;57;66;47;3
42;57;69;48;3
43;57;73;50;3
44;58;77;51;3
45;58;81;54;3
46;58;87;57;3
47;58;92;58;3
48;58;97;60;3
49;58;103;60;3
50;60;114;61;3
51;60;120;62;3
52;61;125;63;3
53;61;132;65;3
54;61;143;68;3
55;62;152;76;3
56;62;171;79;4
57;62;182;81;5
58;62;199;80;5
59;62;215;79;5
60;62;235;82;5
61;63;256;83;5
62;65;271;86;5
63;65;291;88;5
64;65;314;91;5
65;65;333;95;5
66;65;356;97;5
67;65;375;97;5
68;65;390;97;5
69;65;407;99;5
70;66;423;99;5
71;68;444;99;5
72;68;461;99;6
73;68;479;101;6
74;70;500;101;6
75;70;524;100;6
76;70;543;100;6
77;71;565;100;6
78;71;578;102;6
79;71;603;102;6
80;71;622;102;7
81;73;645;100;10
82;74;666;99;11
83;75;683;97;11
84;75;701;97;11
85;75;718;94;11
86;75;738;93;11
87;76;751;93;11
88;76;768;93;12
89;76;794;92;13
90;76;822;92;16
91;77;844;90;17
92;78;864;88;17
93;78;884;88;17
94;78;903;85;18
95;78;920;81;19
96;78;922;80;20
97;78;932;80;21
98;78;941;80;22
99;79;946;80;24
100;79;958;77;27
101;79;963;77;27
102;80;965;77;27
103;80;969;75;30
104;80;965;75;31
105;80;967;75;34
106;81;960;75;36
107;81;961;73;37
108;82;950;71;39
109;83;951;69;43
110;84;951;68;45
111;84;941;67;45
112;84;936;65;48
113;84;920;63;50
114;84;909;61;54
115;86;884;60;56
116;86;860;59;60
117;88;837;55;64
118;88;803;52;68
119;89;783;49;71
120;89;759;45;73
121;89;722;45;80
122;89;685;41;81
123;90;644;38;86
124;90;604;33;89
125;90;569;29;98
126;90;528;23;102
127;90;488;20;105
128;90;447;18;108
129;90;405;17;110
130;90;368;15;116
131;91;329;13;119
132;91;292;11;119
133;94;258;10;122
134;94;227;9;126
135;94;197;6;128
136;94;167;6;132
137;96;143;5;133
138;97;125;4;134
139;98;106;2;137
140;98;89;2;137
141;100;75;1;137
142;100;60;0;137
143;100;47;0;138
144;100;39;0;140
145;100;31;0;142
146;100;23;0;143
147;101;17;0;143
148;102;13;0;145
149;103;11;0;145
150;104;8;0;146
151;104;4;0;146
152;105;3;0;146
153;105;1;0;147
154;105;0;0;147
155;105;0;0;147
156;106;0;0;147
157;107;0;0;147
158;108;0;0;147
159;109;0;0;147
160;109;0;0;147
161;110;0;0;147
162;110;0;0;147
163;110;0;0;147
164;110;0;0;147
165;110;0;0;147
166;110;0;0;147
167;111;0;0;147
168;111;0;0;147
169;111;0;0;147
170;111;0;0;147
171;111;0;0;147
172;111;0;0;147
173;113;0;0;147
174;113;0;0;147
175;113;0;0;147
176;114;0;0;147
177;114;0;0;147
178;116;0;0;147
179;116;0;0;147
180;116;0;0;147
181;116;0;0;147
182;116;0;0;147
183;116;0;0;147
184;116;0;0;147
185;117;0;0;147
186;118;0;0;147
187;118;0;0;147
188;120;0;0;147
189;120;0;0;147
190;120;0;0;147
191;120;0;0;147
192;120;0;0;147
193;120;0;0;147
194;120;0;0;147
195;120;0;0;147
196;120;0;0;147
