Timestep;Food;Prey;Prey2;Predators
0;45;17;11;3
1;45;16;11;3
2;45;18;10;3
3;45;19;11;3
4;45;19;11;3
5;46;20;12;3
6;46;20;12;3
7;46;20;12;3
8;47;21;12;3
9;47;23;12;3
10;47;22;12;3
11;47;22;12;3
12;47;22;12;3
13;47;22;12;3
14;47;25;13;3
15;47;26;14;3
16;48;27;14;3
17;48;27;14;3
18;48;29;15;3
19;48;31;17;3
20;48;32;17;3
21;48;33;18;3
22;48;33;20;3
23;48;34;21;3
24;48;34;22;3
25;48;35;22;3
26;48;36;22;3
27;48;36;22;3
28;48;38;23;3
29;48;41;23;3
30;49;41;26;3
31;49;43;28;3
32;49;44;34;3
33;50;45;37;3
34;50;46;43;3
35;51;50;44;3
36;54;51;44;3
37;56;51;46;3
38;56;54;45;3
39;57;57;46;3
40;58;60;49;3
41;58;67;51;3
42;58;72;55;3
43;58;78;58;3
44;58;86;59;3
45;58;89;60;3
46;58;93;61;3
47;58;98;64;3
48;59;105;64;3
49;59;113;67;3
50;59;124;69;3
51;59;136;71;3
52;59;150;75;3
53;59;162;76;3
54;59;177;79;4
55;59;196;79;4
56;59;216;81;4
57;60;234;81;4
58;60;240;81;4
59;62;261;83;4
60;62;278;86;4
61;62;300;87;5
62;62;317;88;6
63;62;338;89;6
64;62;351;89;6
65;62;365;89;6
66;63;386;88;6
67;64;401;91;6
68;65;421;91;6
69;65;445;92;7
70;66;470;93;7
71;67;490;95;7
72;67;515;96;7
73;67;533;96;8
74;68;560;96;8
75;68;587;94;8
76;68;609;96;9
77;68;636;96;9
78;68;653;96;9
79;68;673;96;12
80;70;690;96;13
81;71;699;96;13
82;71;722;96;14
83;71;742;91;15
84;71;762;90;15
85;71;779;89;16
86;71;798;89;16
87;72;821;88;16
88;75;836;88;17
89;75;851;88;21
90;76;866;87;21
91;78;881;87;24
92;78;899;86;26
93;78;903;86;27
94;78;917;84;29
95;78;919;83;29
96;78;929;81;29
97;78;936;78;30
98;78;942;76;33
99;78;953;75;34
100;78;961;75;37
101;81;958;73;42
102;81;950;68;44
103;81;945;67;48
104;81;924;66;49
105;82;913;64;50
106;82;900;63;52
107;82;887;62;54
108;82;869;59;57
109;82;850;56;62
110;82;825;54;68
111;82;803;53;75
112;82;774;51;79
113;82;742;49;83
114;82;713;45;88
115;84;676;41;93
116;84;634;39;96
117;84;596;37;98
118;84;548;31;101
119;85;497;31;105
120;85;455;29;110
121;85;412;26;111
122;87;381;21;117
123;87;342;20;118
124;88;314;19;122
125;91;278;17;125
126;91;249;15;128
127;91;224;15;129
128;92;203;13;135
129;93;185;12;136
130;93;163;10;138
131;93;144;7;139
132;93;131;4;140
133;93;117;4;141
134;93;103;3;141
135;93;92;2;142
136;93;81;1;143
137;93;71;1;144
