Timestep;Food;Prey;Prey2;Predators
0;46;15;12;3
1;47;16;13;3
2;47;16;13;3
3;47;16;14;3
4;47;15;16;3
5;47;15;16;3
6;47;18;17;3
7;47;20;19;3
8;47;21;20;3
9;47;23;21;3
10;47;24;21;3
11;47;23;21;3
12;47;23;22;3
13;47;23;23;3
14;48;23;26;3
15;48;23;27;3
16;49;24;27;3
17;49;28;27;3
18;50;29;27;3
19;50;32;26;3
20;50;36;25;3
21;50;40;26;3
22;50;43;27;3
23;51;47;27;3
24;51;50;28;3
25;52;50;30;3
26;53;51;32;3
27;53;52;34;3
28;53;54;35;3
29;53;55;35;3
30;54;59;37;3
31;54;63;36;3
32;54;63;36;3
33;54;67;38;3
34;54;68;39;3
35;54;70;40;3
36;54;72;42;3
37;54;72;48;3
38;54;73;47;3
39;54;76;48;3
40;55;80;48;3
41;55;84;50;3
42;55;87;56;3
43;55;97;57;3
44;55;110;57;3
45;55;115;58;3
46;56;124;60;3
47;58;141;62;3
48;58;154;64;3
49;60;166;65;3
50;61;174;67;3
51;61;181;69;3
52;61;193;70;3
53;61;201;71;3
54;63;212;71;3
55;63;232;72;3
56;63;249;73;3
57;63;263;74;3
58;63;285;75;4
59;63;307;76;4
60;63;322;77;5
61;63;343;77;5
62;63;358;78;5
63;63;374;78;5
64;63;398;78;5
65;63;420;79;5
66;64;437;80;5
67;64;465;80;6
68;64;481;81;6
69;64;491;79;6
70;64;517;79;7
71;65;532;79;7
72;65;550;79;7
73;66;562;80;7
74;66;588;79;7
75;67;604;80;7
76;67;626;80;8
77;67;643;79;8
78;67;659;80;9
79;67;685;80;10
80;67;696;79;11
81;67;703;79;11
82;67;721;80;11
83;70;737;80;11
84;70;752;80;11
85;71;765;79;11
86;71;784;80;11
87;71;799;80;12
88;71;816;80;13
89;71;825;80;16
90;71;840;79;16
91;71;854;78;17
92;71;862;76;19
93;71;866;75;19
94;72;872;74;19
95;72;885;72;20
96;73;893;71;21
97;74;904;65;24
98;74;908;65;28
99;74;916;64;28
100;74;907;59;29
101;74;913;57;33
102;74;904;57;33
103;75;904;57;33
104;76;900;55;35
105;76;897;55;36
106;77;891;54;39
107;77;896;51;43
108;77;897;46;49
109;77;878;44;52
110;78;866;41;54
111;79;847;42;59
112;80;830;37;60
113;80;811;36;61
114;81;784;35;64
115;81;768;34;67
116;81;737;32;74
117;81;704;29;82
118;81;668;28;85
119;82;617;26;87
120;83;573;23;91
121;83;532;22;94
122;83;488;20;98
123;83;460;17;101
124;83;426;16;105
125;83;389;14;111
126;83;347;12;123
127;83;311;11;124
128;83;265;9;126
129;83;231;9;129
130;83;205;8;131
131;84;178;6;134
132;86;156;6;136
133;86;130;5;139
134;86;109;4;143
135;87;93;3;144
136;87;83;1;145
137;87;73;1;147
138;87;64;1;147
139;87;53;0;147
140;89;44;0;147
141;89;38;0;148
142;89;32;0;150
143;89;26;0;150
144;89;22;0;151
145;89;18;0;151
146;90;15;0;152
147;90;12;0;153
148;90;10;0;153
149;91;8;0;153
150;91;5;0;153
151;91;2;0;153
152;91;1;0;153
153;92;0;0;153
154;93;0;0;153
155;93;0;0;153
156;94;0;0;153
157;94;0;0;153
158;94;0;0;153
159;94;0;0;153
160;94;0;0;153
161;95;0;0;153
162;96;0;0;153
163;96;0;0;153
164;98;0;0;153
165;99;0;0;153
166;99;0;0;153
167;99;0;0;153
168;100;0;0;153
169;100;0;0;153
170;100;0;0;153
171;100;0;0;153
172;100;0;0;153
173;102;0;0;153
174;102;0;0;153
