Timestep;Food;Prey;Prey2;Predators
0;45;16;12;3
1;45;16;13;3
2;45;17;13;3
3;45;17;12;3
4;46;17;16;3
5;46;17;15;3
6;46;18;15;3
7;47;22;17;3
8;47;22;18;3
9;47;23;18;3
10;47;24;19;3
11;48;26;19;3
12;48;28;19;3
13;48;29;19;3
14;48;29;19;3
15;48;30;19;3
16;48;32;19;3
17;48;32;21;3
18;48;32;20;3
19;49;34;20;3
20;49;37;20;3
21;50;39;20;3
22;50;39;19;3
23;50;39;19;3
24;50;40;19;3
25;51;44;20;3
26;51;47;20;3
27;51;49;19;3
28;51;51;19;3
29;52;54;19;3
30;52;55;19;3
31;52;54;20;3
32;52;60;19;3
33;52;61;19;3
34;52;62;21;3
35;52;65;21;3
36;52;65;22;3
37;52;66;23;3
38;52;69;23;3
39;53;72;26;3
40;53;75;28;3
41;53;79;29;3
42;53;82;30;3
43;53;85;31;3
44;53;88;32;3
45;54;90;33;3
46;54;94;35;3
47;54;99;37;3
48;55;102;41;3
49;55;106;43;3
50;56;112;46;3
51;56;119;50;3
52;56;132;51;3
53;57;141;52;3
54;57;142;55;3
55;58;151;55;3
56;58;158;58;3
57;58;161;61;3
58;59;167;60;3
59;59;183;59;3
60;59;188;63;3
61;59;200;63;3
62;59;206;66;3
63;59;216;66;3
64;60;226;66;3
65;60;235;67;3
66;61;249;68;3
67;61;259;69;3
68;62;269;68;3
69;62;277;68;3
70;62;291;69;3
71;62;300;70;4
72;62;314;70;4
73;62;337;69;4
74;62;351;70;5
75;63;371;69;5
76;63;388;69;6
77;63;405;69;6
78;63;418;70;6
79;64;436;69;6
80;64;455;69;6
81;64;476;70;6
82;64;499;70;6
83;64;515;71;6
84;64;537;71;6
85;64;560;71;6
86;64;578;72;7
87;64;600;73;8
88;65;615;73;8
89;65;634;74;9
90;65;651;76;9
91;66;672;76;9
92;66;691;76;10
93;66;715;73;11
94;66;732;73;11
95;67;743;72;12
96;67;761;70;15
97;67;774;70;15
98;67;789;70;15
99;67;801;70;15
100;67;807;71;15
101;67;817;68;17
102;68;826;68;18
103;68;837;68;19
104;68;840;67;19
105;70;857;67;22
106;70;864;67;22
107;70;871;68;22
108;71;876;68;23
109;71;882;67;25
110;71;885;66;27
111;71;884;62;30
112;71;880;59;32
113;71;875;58;33
114;71;871;57;35
115;71;868;57;37
116;71;862;54;39
117;72;846;51;40
118;73;830;50;43
119;73;823;49;49
120;73;805;47;54
121;74;786;43;56
122;74;768;40;58
123;75;743;39;63
124;76;719;36;66
125;76;691;31;66
126;76;671;29;68
127;77;650;27;72
128;78;617;24;78
129;78;577;24;83
130;78;539;23;90
131;79;500;21;93
132;80;457;18;96
133;80;409;17;101
134;80;373;12;103
135;81;342;10;104
136;81;313;10;108
137;83;279;8;112
138;83;247;8;113
139;85;222;6;116
140;86;199;5;117
141;87;177;4;119
142;87;152;4;123
143;87;132;3;126
144;87;114;3;126
145;87;97;3;127
146;88;88;3;128
147;88;78;3;129
148;88;73;2;129
149;88;64;2;129
150;88;57;2;129
151;89;50;1;129
152;89;41;1;130
153;89;38;1;130
154;89;33;0;131
155;89;28;0;132
156;89;24;0;132
157;89;21;0;134
158;89;19;0;134
159;90;17;0;134
160;90;14;0;134
161;90;12;0;134
162;90;9;0;134
163;90;6;0;134
164;90;4;0;134
165;91;4;0;134
166;91;4;0;134
167;91;3;0;134
168;92;1;0;135
169;92;1;0;135
170;93;1;0;135
171;93;0;0;135
172;95;0;0;135
173;96;0;0;135
174;96;0;0;135
175;97;0;0;135
176;98;0;0;135
177;98;0;0;135
178;99;0;0;135
179;99;0;0;135
180;100;0;0;135
181;102;0;0;135
182;102;0;0;135
183;102;0;0;135
184;102;0;0;135
185;103;0;0;135
186;103;0;0;135
187;105;0;0;135
188;105;0;0;135
189;105;0;0;135
190;105;0;0;135
191;105;0;0;135
192;106;0;0;135
193;106;0;0;135
194;106;0;0;135
195;107;0;0;135
196;107;0;0;135
197;107;0;0;135
198;107;0;0;135
199;107;0;0;135
200;107;0;0;135
201;107;0;0;135
202;107;0;0;135
203;107;0;0;135
204;108;0;0;135
205;108;0;0;135
206;108;0;0;135
207;108;0;0;135
208;109;0;0;135
209;109;0;0;135
210;110;0;0;135
211;110;0;0;135
212;110;0;0;135
213;111;0;0;135
214;113;0;0;135
215;114;0;0;135
216;115;0;0;135
217;115;0;0;135
218;115;0;0;135
219;116;0;0;135
220;117;0;0;135
221;117;0;0;135
222;118;0;0;135
223;118;0;0;135
224;118;0;0;135
225;118;0;0;135
226;119;0;0;135
227;119;0;0;135
228;119;0;0;135
229;120;0;0;135
230;120;0;0;135
231;120;0;0;135
232;120;0;0;135
233;120;0;0;135
234;120;0;0;135
235;120;0;0;135
236;120;0;0;135
237;120;0;0;135
238;120;0;0;135
239;120;0;0;135
240;120;0;0;135
241;120;0;0;135
242;120;0;0;135
243;120;0;0;135
244;120;0;0;135
245;120;0;0;135
246;120;0;0;135
247;120;0;0;135
248;120;0;0;134
249;120;0;0;134
250;120;0;0;134
251;120;0;0;133
252;120;0;0;133
253;120;0;0;133
254;120;0;0;132
255;120;0;0;132
256;120;0;0;132
257;120;0;0;132
258;120;0;0;132
259;120;0;0;131
260;120;0;0;130
261;120;0;0;130
262;120;0;0;129
263;120;0;0;129
264;120;0;0;128
265;120;0;0;127
266;120;0;0;126
267;120;0;0;123
268;120;0;0;122
269;120;0;0;122
270;120;0;0;119
271;120;0;0;116
272;120;0;0;115
273;120;0;0;114
274;120;0;0;113
275;120;0;0;112
276;120;0;0;108
277;120;0;0;105
278;120;0;0;105
279;120;0;0;104
280;120;0;0;102
281;120;0;0;99
282;120;0;0;99
283;120;0;0;99
284;120;0;0;99
285;120;0;0;99
286;120;0;0;97
287;120;0;0;97
288;120;0;0;96
289;120;0;0;94
290;120;0;0;93
291;120;0;0;91
292;120;0;0;88
293;120;0;0;86
294;120;0;0;85
295;120;0;0;85
296;120;0;0;84
297;120;0;0;83
298;120;0;0;83
299;120;0;0;83
300;120;0;0;83
301;120;0;0;83
302;120;0;0;82
303;120;0;0;82
304;120;0;0;82
305;120;0;0;81
306;120;0;0;81
307;120;0;0;81
308;120;0;0;81
309;120;0;0;81
310;120;0;0;79
311;120;0;0;79
312;120;0;0;79
313;120;0;0;79
314;120;0;0;79
315;120;0;0;78
316;120;0;0;77
317;120;0;0;77
318;120;0;0;77
319;120;0;0;77
320;120;0;0;77
321;120;0;0;76
322;120;0;0;75
323;120;0;0;75
324;120;0;0;75
